,,,,,,,,,,,,,,,,,
Death's Oasis,WBG,R,939,1.88,77,1.69,86,,15,,21,,36,,50,,
,,,,,,,,,,,,,,,,,
Dire Tactics,WB,U,3031,2.41,661,2.67,2550,60.70%,448,64.70%,874,64.40%,1322,64.50%,1323,57.30%,7.2pp
,,,,,,,,,,,,,,,,,
Dirge Bat,B,R,471,1,361,1,1736,61.10%,308,65.60%,553,66.70%,861,66.30%,921,56.60%,9.7pp
,,,,,,,,,,,,,,,,,
Dismal Backwater,UB,C,10665,9.26,2773,10.83,6945,57.30%,1493,56.80%,2388,57.40%,3881,57.20%,3358,57.40%,-0.3pp
,,,,,,,,,,,,,,,,,
Divine Arrow,W,C,15135,4.2,1736,5.96,5628,56.70%,1206,55.60%,2031,56.90%,3237,56.40%,2693,56.60%,-0.2pp
,,,,,,,,,,,,,,,,,
Drannith Healer,W,C,15062,4.17,3051,5.27,8347,56.40%,2268,55.90%,4124,55.10%,6392,55.40%,3291,57.60%,-2.2pp
,,,,,,,,,,,,,,,,,
Drannith Magistrate,W,R,816,2,98,2.05,147,,28,,45,,73,,78,,
,,,,,,,,,,,,,,,,,
Drannith Stinger,R,C,13717,3.79,3896,4.49,10015,56.90%,2814,56.90%,5435,55.30%,8249,55.90%,3739,58.30%,-2.5pp
,,,,,,,,,,,,,,,,,
Dreamtail Heron,U,C,8941,2.58,1891,3.18,7531,57.10%,1599,56.20%,3270,61.40%,4869,59.70%,3408,54.60%,5.1pp
,,,,,,,,,,,,,,,,,
Durable Coilbug,B,C,16396,4.63,2983,6.02,10519,60.70%,2426,64.30%,8265,59.60%,10691,60.60%,4867,59.50%,1.1pp
,,,,,,,,,,,,,,,,,
Duskfang Mentor,B,U,4501,3.4,681,4.44,2528,57.20%,476,58.20%,858,58.90%,1334,58.60%,1297,55.90%,2.7pp
,,,,,,,,,,,,,,,,,
Easy Prey,B,U,6277,4.61,1373,6.06,4792,56.30%,928,57.50%,1556,55.90%,2484,56.50%,2405,56.10%,0.4pp
,,,,,,,,,,,,,,,,,
Eerie Ultimatum,WBG,R,1237,2.61,273,2.66,645,,106,,208,56.30%,314,54.80%,331,46.50%,8.3pp
,,,,,,,,,,,,,,,,,
Emergent Ultimatum,UBG,R,1241,2.55,292,2.64,645,,96,,197,,293,54.90%,352,51.40%,3.5pp
,,,,,,,,,,,,,,,,,
Escape Protocol,U,U,8039,9.59,1779,12.07,263,,52,,86,,138,,128,,
,,,,,,,,,,,,,,,,,
Essence Scatter,U,C,14169,3.95,1851,5.4,5775,56.30%,1247,58.20%,2365,58.60%,3612,58.50%,2629,53.90%,4.6pp
,,,,,,,,,,,,,,,,,
Essence Symbiote,G,C,13574,3.92,2349,5.11,8021,57.40%,1941,60.10%,3257,57.00%,5198,58.20%,3657,56.20%,1.9pp
,,,,,,,,,,,,,,,,,
Everquill Phoenix,R,R,442,1,329,1,1489,55.50%,253,56.50%,482,60.40%,735,59.00%,781,52.60%,6.4pp
,,,,,,,,,,,,,,,,,
Evolving Wilds,,C,18267,4.81,3150,6.66,11975,57.00%,2576,58.20%,4222,56.20%,6798,57.00%,5803,57.10%,-0.2pp
,,,,,,,,,,,,,,,,,
Excavation Mole,G,C,16055,4.55,770,7.19,1847,55.00%,374,54.00%,631,56.30%,1005,55.40%,942,54.80%,0.6pp
,,,,,,,,,,,,,,,,,
Extinction Event,B,R,462,1.09,296,1.08,1246,60.40%,208,59.60%,368,64.70%,576,62.80%,673,58.10%,4.7pp
,,,,,,,,,,,,,,,,,
Exuberant Wolfbear,G,U,6013,4.56,870,6.34,2698,56.90%,486,54.90%,874,57.60%,1360,56.60%,1430,56.50%,0.1pp
,,,,,,,,,,,,,,,,,
Facet Reader,U,C,20495,7.05,1871,10.17,3176,54.80%,648,54.60%,1183,57.40%,1831,56.40%,1521,52.90%,3.6pp
,,,,,,,,,,,,,,,,,
Farfinder,,C,12072,3.27,2685,4.34,10814,58.50%,2326,59.00%,4001,60.10%,6327,59.70%,5158,57.00%,2.7pp
,,,,,,,,,,,,,,,,,
Ferocious Tigorilla,R,C,14861,4.16,1127,6.39,3423,55.80%,671,56.00%,1162,53.60%,1833,54.50%,1746,56.70%,-2.2pp
,,,,,,,,,,,,,,,,,
Fertilid,G,C,16945,5.05,2137,6.93,6477,55.40%,1361,53.60%,2420,53.10%,3781,53.30%,3161,57.20%,-3.9pp
,,,,,,,,,,,,,,,,,
Fiend Artisan,BG,M,221,1,157,1,651,,111,,171,,282,61.70%,379,56.50%,5.2pp
,,,,,,,,,,,,,,,,,
Fight as One,W,U,6303,4.74,1049,6.22,3167,58.30%,515,56.10%,1075,58.10%,1590,57.50%,1653,58.70%,-1.3pp
,,,,,,,,,,,,,,,,,
Fire Prophecy,R,C,7610,2.27,3184,2.59,11014,57.10%,2494,60.40%,4637,60.10%,7131,60.20%,4982,54.00%,6.2pp
,,,,,,,,,,,,,,,,,
Flame Spill,R,U,3012,2.39,1452,2.7,6222,58.90%,1171,60.50%,2264,61.10%,3435,60.90%,3064,57.00%,4.0pp
,,,,,,,,,,,,,,,,,
Flourishing Fox,W,U,2905,2.36,1012,2.55,3156,56.30%,661,65.80%,1307,56.80%,1968,59.80%,1401,52.00%,7.8pp
,,,,,,,,,,,,,,,,,
Flycatcher Giraffid,G,C,20582,7.11,1788,10.39,2423,51.50%,430,48.10%,862,52.80%,1292,51.20%,1240,51.60%,-0.4pp
,,,,,,,,,,,,,,,,,
Footfall Crater,R,U,6283,4.66,1154,6.08,3445,53.80%,725,54.30%,1372,52.50%,2097,53.10%,1529,54.00%,-0.9pp
,,,,,,,,,,,,,,,,,
Forbidden Friendship,R,C,20562,6.8,5236,8.06,11278,58.40%,3334,62.40%,5653,60.60%,8987,61.20%,4437,54.90%,6.3pp
,,,,,,,,,,,,,,,,,
Frenzied Raptor,R,C,21405,9.42,4112,12.07,3045,53.40%,630,52.20%,1185,52.60%,1815,52.50%,1470,54.10%,-1.6pp
,,,,,,,,,,,,,,,,,
Frillscare Mentor,R,U,4995,3.62,726,4.87,2477,54.70%,426,50.90%,815,56.10%,1241,54.30%,1296,54.90%,-0.6pp
,,,,,,,,,,,,,,,,,
Frondland Felidar,WG,R,447,1,180,1,577,,95,,188,,283,64.30%,310,50.30%,14.0pp
,,,,,,,,,,,,,,,,,
Frost Lynx,U,C,16544,4.68,2067,6.53,6584,55.30%,1519,52.30%,2877,56.60%,4396,55.10%,2862,55.00%,0.0pp
,,,,,,,,,,,,,,,,,
Frostveil Ambush,U,C,15647,4.62,2660,6.54,6116,55.80%,1383,55.20%,2867,57.40%,4250,56.70%,2558,54.50%,2.2pp
,,,,,,,,,,,,,,,,,
Fully Grown,G,C,20439,7.01,1385,10.47,1855,51.70%,327,46.50%,559,52.10%,886,50.00%,1021,52.90%,-2.9pp
,,,,,,,,,,,,,,,,,
Garrison Cat,W,C,20317,6.96,2280,9.71,4032,57.60%,950,60.00%,1555,55.40%,2505,57.10%,1890,58.10%,-1.0pp
,,,,,,,,,,,,,,,,,
Gemrazer,G,R,497,1.13,280,1.13,1099,56.90%,188,,323,59.10%,511,60.10%,610,53.60%,6.5pp
,,,,,,,,,,,,,,,,,
General Kudro of Drannith,WB,M,248,1,137,1,470,,93,,146,,239,62.30%,241,50.60%,11.7pp
,,,,,,,,,,,,,,,,,
General's Enforcer,WB,U,5970,4.37,1332,4.9,4057,60.80%,868,62.70%,1578,62.40%,2446,62.50%,1927,58.60%,3.9pp
,,,,,,,,,,,,,,,,,
Genesis Ultimatum,URG,R,1730,3.2,384,3.52,909,52.30%,155,,280,53.60%,435,52.40%,474,52.10%,0.3pp
,,,,,,,,,,,,,,,,,
Glimmerbell,U,C,16637,4.63,1812,6.53,6045,56.50%,1322,59.60%,2488,58.00%,3810,58.60%,2749,54.20%,4.4pp
,,,,,,,,,,,,,,,,,
Gloom Pangolin,B,C,20970,9.46,2842,12.73,1136,54.10%,219,50.20%,364,54.90%,583,53.20%,602,53.70%,-0.5pp
,,,,,,,,,,,,,,,,,
Glowstone Recluse,G,U,4867,3.46,1192,4.25,4879,56.00%,1082,56.30%,1838,56.60%,2920,56.50%,2347,55.20%,1.3pp
,,,,,,,,,,,,,,,,,
Go for Blood,R,C,13496,3.74,2857,4.96,8774,55.80%,2036,55.40%,3872,56.80%,5908,56.30%,3818,56.30%,-0.0pp
,,,,,,,,,,,,,,,,,
Greater Sandwurm,G,C,16893,4.71,2347,6.71,7204,56.10%,1535,56.90%,2840,57.40%,4375,57.20%,3523,55.40%,1.8pp
,,,,,,,,,,,,,,,,,
Grimdancer,B,U,2650,2.19,870,2.63,3882,61.30%,693,62.90%,1355,62.20%,2048,62.50%,2001,59.50%,2.9pp
,,,,,,,,,,,,,,,,,
Gust of Wind,U,C,18688,5.67,2255,7.89,5990,56.10%,1309,56.30%,2645,58.60%,3954,57.80%,2687,54.90%,2.9pp
,,,,,,,,,,,,,,,,,
"Gyruda, Doom of Depths",UB,R,433,1,336,1,1358,62.60%,186,,713,67.70%,899,66.70%,720,58.60%,8.1pp
,,,,,,,,,,,,,,,,,
Hampering Snare,U,C,20611,7.49,2389,10.62,2893,53.90%,564,52.50%,1313,54.40%,1877,53.80%,1203,53.50%,0.3pp
,,,,,,,,,,,,,,,,,
Heartless Act,B,U,2529,2.05,1194,2.31,5340,58.80%,1038,59.40%,1734,63.60%,2772,62.00%,2753,56.20%,5.9pp
,,,,,,,,,,,,,,,,,
Heightened Reflexes,R,C,21477,9.46,3608,12.31,1942,52.70%,343,52.50%,640,53.60%,983,53.20%,1026,52.90%,0.3pp
,,,,,,,,,,,,,,,,,
Helica Glider,W,C,20464,7.1,2748,9.7,5060,54.40%,1099,53.50%,1972,52.20%,3071,52.70%,2404,55.90%,-3.2pp
,,,,,,,,,,,,,,,,,
Honey Mammoth,G,C,20390,7.02,3596,8.88,8899,56.30%,1794,57.00%,3818,59.30%,5612,58.60%,4217,53.90%,4.6pp
,,,,,,,,,,,,,,,,,
Hornbash Mentor,G,U,4049,3.06,535,4.21,2104,56.00%,428,54.70%,696,56.90%,1124,56.00%,1084,55.50%,0.5pp
,,,,,,,,,,,,,,,,,
Humble Naturalist,G,C,14424,4.06,1914,5.54,6677,57.20%,1482,59.60%,2567,55.70%,4049,57.20%,3218,56.70%,0.5pp
,,,,,,,,,,,,,,,,,
Hunted Nightmare,B,R,657,1.48,289,1.47,1233,60.90%,224,65.60%,394,62.20%,618,63.40%,644,58.20%,5.2pp
,,,,,,,,,,,,,,,,,
Huntmaster Liger,W,U,6256,4.65,709,6.39,1910,52.90%,370,50.30%,627,50.70%,997,50.60%,993,54.40%,-3.8pp
,,,,,,,,,,,,,,,,,
"Illuna, Apex of Wishes",URG,M,202,1,130,1,568,,98,,219,65.80%,317,61.50%,266,59.00%,2.5pp
,,,,,,,,,,,,,,,,,
Imposing Vantasaur,W,C,15203,4.17,2596,5.55,7305,56.70%,1685,56.70%,3427,54.90%,5112,55.50%,3127,58.00%,-2.6pp
,,,,,,,,,,,,,,,,,
Indatha Crystal,WBG,U,7653,7.3,1408,9.89,1955,52.70%,356,49.70%,683,52.70%,1039,51.70%,970,53.20%,-1.5pp
,,,,,,,,,,,,,,,,,
Indatha Triome,WBG,R,699,1.53,167,1.61,601,,107,,187,,294,53.40%,308,51.60%,1.8pp
,,,,,,,,,,,,,,,,,
Insatiable Hemophage,B,U,6091,4.53,1517,5.61,5298,57.30%,1037,58.30%,1956,59.50%,2993,59.10%,2660,55.70%,3.4pp
,,,,,,,,,,,,,,,,,
Inspired Ultimatum,WUR,R,1656,3.31,399,3.5,1011,56.40%,147,,398,57.50%,545,57.40%,484,55.80%,1.6pp
,,,,,,,,,,,,,,,,,
Ivy Elemental,G,U,4770,3.54,517,4.83,1979,54.80%,401,57.40%,640,52.50%,1041,54.40%,1006,55.40%,-1.0pp
,,,,,,,,,,,,,,,,,
"Jegantha, the Wellspring",WUBRG,R,403,1,238,1,318,,59,,582,60.10%,641,60.10%,164,,
,,,,,,,,,,,,,,,,,
Jubilant Skybonder,WU,U,5141,3.53,591,4.73,2052,55.20%,387,54.50%,679,55.80%,1066,55.30%,1039,55.00%,0.4pp
,,,,,,,,,,,,,,,,,
Jungle Hollow,BG,C,10464,8.14,2453,9.85,8017,58.20%,1730,59.40%,2503,57.30%,4233,58.20%,4043,58.20%,-0.1pp
,,,,,,,,,,,,,,,,,
"Kaheera, the Orphanguard",WG,R,431,1.04,198,1.04,524,,95,,348,54.30%,443,53.50%,261,55.60%,-2.1pp
,,,,,,,,,,,,,,,,,
Keensight Mentor,W,U,4913,3.56,568,4.65,1655,53.60%,315,52.70%,536,53.70%,851,53.30%,864,53.80%,-0.5pp
,,,,,,,,,,,,,,,,,
Keep Safe,U,C,20545,7.18,1832,10.37,2659,54.30%,427,49.90%,935,54.00%,1362,52.70%,1367,55.70%,-3.0pp
,,,,,,,,,,,,,,,,,
"Keruga, the Macrosage",UG,R,471,1,256,1,719,,132,,405,61.00%,537,57.90%,357,55.50%,2.5pp
,,,,,,,,,,,,,,,,,
Ketria Crystal,URG,U,7901,7.17,1425,9.73,2239,52.10%,418,49.30%,844,53.10%,1262,51.80%,1042,52.30%,-0.5pp
,,,,,,,,,,,,,,,,,
Ketria Triome,URG,R,690,1.57,164,1.6,570,,110,,188,,298,52.70%,272,52.20%,0.5pp
,,,,,,,,,,,,,,,,,
"Kinnan, Bonder Prodigy",UG,M,322,1.35,145,1.36,419,,71,,124,,195,,230,52.20%,
,,,,,,,,,,,,,,,,,
"Kogla, the Titan Ape",G,R,426,1,287,1,1288,58.30%,231,60.20%,414,64.30%,645,62.80%,668,54.30%,8.4pp
,,,,,,,,,,,,,,,,,
Labyrinth Raptor,BR,R,559,1.32,183,1.3,696,,127,,188,,315,61.60%,386,57.80%,3.8pp
,,,,,,,,,,,,,,,,,
Lava Serpent,R,C,16828,4.78,2895,6.62,9060,56.40%,1921,54.50%,3823,55.70%,5744,55.30%,4064,56.80%,-1.6pp
,,,,,,,,,,,,,,,,,
Lavabrink Venturer,W,R,665,1.52,337,1.47,1486,59.30%,240,61.30%,437,58.10%,677,59.20%,829,58.90%,0.4pp
,,,,,,,,,,,,,,,,,
Lead the Stampede,G,U,7779,7.35,1458,9.44,2735,56.80%,506,58.70%,865,58.80%,1371,58.80%,1430,55.20%,3.5pp
,,,,,,,,,,,,,,,,,
Light of Hope,W,C,21293,9.47,3101,12.74,1064,52.20%,200,52.00%,354,52.30%,554,52.20%,537,52.50%,-0.3pp
,,,,,,,,,,,,,,,,,
Lore Drakkis,UR,U,4934,3.64,1246,4.43,4177,55.80%,766,54.40%,1627,58.00%,2393,56.90%,2031,54.90%,2.0pp
,,,,,,,,,,,,,,,,,
"Lukka, Coppercoat Outcast",R,M,227,1.1,169,1.09,593,,86,,195,,281,55.50%,313,49.80%,5.7pp
,,,,,,,,,,,,,,,,,
Luminous Broodmoth,W,M,220,1,168,1,787,,137,,254,63.40%,391,63.20%,411,51.10%,12.1pp
,,,,,,,,,,,,,,,,,
Lurking Deadeye,B,C,16914,4.93,2581,6.92,7622,59.20%,1485,58.30%,2805,59.50%,4290,59.10%,3750,59.30%,-0.2pp
,,,,,,,,,,,,,,,,,
Lurrus of the Dream-Den,WB,R,488,1,338,1,1246,59.20%,219,58.90%,674,62.80%,893,61.80%,639,57.40%,4.4pp
,,,,,,,,,,,,,,,,,
"Lutri, the Spellchaser",UR,R,456,1,258,1,512,,88,,514,54.10%,602,54.70%,278,58.60%,-4.0pp
,,,,,,,,,,,,,,,,,
Majestic Auricorn,W,U,6164,4.65,850,6.2,2317,54.10%,384,53.40%,807,56.90%,1191,55.80%,1222,52.40%,3.4pp
,,,,,,,,,,,,,,,,,
Maned Serval,W,C,20588,7.09,2215,9.73,3260,56.00%,807,56.90%,1339,56.20%,2146,56.50%,1501,55.50%,1.0pp
,,,,,,,,,,,,,,,,,
Memory Leak,B,C,16694,4.66,3262,6.28,9068,58.30%,2147,58.60%,3917,59.30%,6064,59.10%,3945,57.70%,1.3pp
,,,,,,,,,,,,,,,,,
Migration Path,G,U,5556,4,778,5.42,2692,53.00%,474,51.50%,879,55.20%,1353,53.90%,1391,52.00%,1.9pp
,,,,,,,,,,,,,,,,,
Migratory Greathorn,G,C,9030,2.54,1894,3.13,7462,57.00%,1639,58.90%,2927,57.80%,4566,58.20%,3498,55.90%,2.3pp
,,,,,,,,,,,,,,,,,
Momentum Rumbler,R,U,6258,4.6,1033,6.4,3139,53.40%,576,53.80%,1062,50.80%,1638,51.90%,1616,54.70%,-2.8pp
,,,,,,,,,,,,,,,,,
Monstrous Step,G,U,6160,4.59,415,7.62,908,52.10%,174,,289,53.60%,463,52.30%,456,52.40%,-0.1pp
,,,,,,,,,,,,,,,,,
Mosscoat Goriak,G,C,20577,7.18,2245,9.82,4234,54.70%,946,50.80%,1631,54.50%,2577,53.20%,2036,55.60%,-2.4pp
,,,,,,,,,,,,,,,,,
Mutual Destruction,B,C,16649,4.68,2756,6.15,8302,59.30%,1814,59.30%,3248,60.20%,5062,59.90%,3912,58.50%,1.4pp
,,,,,,,,,,,,,,,,,
Mysterious Egg,,C,21225,8.34,2746,10.66,3336,52.20%,733,55.50%,1223,52.30%,1956,53.50%,1605,50.50%,3.0pp
,,,,,,,,,,,,,,,,,
Mystic Subdual,U,U,5961,4.34,1050,5.61,3408,54.30%,628,52.50%,1235,58.60%,1863,56.60%,1663,52.00%,4.6pp
,,,,,,,,,,,,,,,,,
Mythos of Brokkos,UBG,R,752,1.67,136,1.75,424,,64,,110,,174,,250,54.40%,
,,,,,,,,,,,,,,,,,
Mythos of Illuna,URG,R,647,1.49,222,1.44,789,,129,,269,57.20%,398,56.80%,402,46.30%,10.5pp
,,,,,,,,,,,,,,,,,
Mythos of Nethroi,WBG,R,515,1.17,330,1.17,1404,55.80%,247,53.80%,436,58.00%,683,56.50%,734,55.20%,1.3pp
,,,,,,,,,,,,,,,,,
Mythos of Snapdax,WBR,R,797,1.69,192,1.72,558,,98,,150,,248,56.50%,311,56.90%,-0.5pp
,,,,,,,,,,,,,,,,,
Mythos of Vadrok,WUR,R,654,1.47,397,1.43,1659,57.90%,296,61.50%,543,61.50%,839,61.50%,854,54.60%,6.9pp
,,,,,,,,,,,,,,,,,
Narset of the Ancient Way,WUR,M,234,1.01,122,1.02,308,,59,,96,,155,,153,,
,,,,,,,,,,,,,,,,,
Necropanther,WB,U,4030,2.92,781,3.66,2969,56.50%,554,53.60%,960,57.90%,1514,56.30%,1545,56.80%,-0.5pp
,,,,,,,,,,,,,,,,,
"Nethroi, Apex of Death",WBG,M,226,1,162,1,749,,124,,241,71.40%,365,70.10%,397,53.70%,16.5pp
,,,,,,,,,,,,,,,,,
Neutralize,U,U,5040,3.74,622,5.36,1996,54.80%,344,55.80%,737,56.70%,1081,56.40%,967,53.20%,3.3pp
,,,,,,,,,,,,,,,,,
Nightsquad Commando,B,C,20383,6.79,4656,8.26,10384,59.40%,2890,60.40%,4917,61.20%,7807,60.90%,4265,57.80%,3.1pp
,,,,,,,,,,,,,,,,,
"Obosh, the Preypiercer",BR,R,467,1,348,1,1304,59.00%,210,53.80%,629,63.10%,839,60.80%,679,54.30%,6.4pp
,,,,,,,,,,,,,,,,,
Of One Mind,U,C,17855,5.19,2308,7.27,6735,56.00%,1377,54.40%,2802,59.60%,4179,57.90%,3200,55.10%,2.8pp
,,,,,,,,,,,,,,,,,
Offspring's Revenge,WBR,R,1718,3.33,327,3.79,793,,122,,223,62.30%,345,61.20%,453,58.90%,2.2pp
,,,,,,,,,,,,,,,,,
Ominous Seas,U,U,4058,3.16,919,3.79,2500,52.80%,480,55.40%,1048,52.60%,1528,53.50%,1115,52.30%,1.2pp
,,,,,,,,,,,,,,,,,
Pacifism,W,C,7554,2.28,1338,2.8,5210,57.30%,1060,54.40%,1832,59.90%,2892,57.90%,2582,56.40%,1.6pp
,,,,,,,,,,,,,,,,,
Parcelbeast,UG,U,2699,2.18,662,2.44,2668,56.10%,497,58.80%,898,60.70%,1395,60.00%,1383,52.30%,7.7pp
,,,,,,,,,,,,,,,,,
Patagia Tiger,W,C,20218,6.93,2490,9.54,4555,55.30%,914,54.60%,1739,54.60%,2653,54.60%,2229,56.40%,-1.8pp
,,,,,,,,,,,,,,,,,
Perimeter Sergeant,W,C,20688,7.11,2399,9.56,4055,57.00%,1063,57.90%,1751,55.10%,2814,56.10%,1753,56.90%,-0.8pp
,,,,,,,,,,,,,,,,,
Phase Dolphin,U,C,20800,7.5,1611,11.2,1603,48.90%,304,46.70%,587,52.80%,891,50.70%,789,47.30%,3.5pp
,,,,,,,,,,,,,,,,,
Plummet,G,C,21405,9.63,2228,13.37,428,,74,,131,,205,47.30%,229,51.50%,-4.2pp
,,,,,,,,,,,,,,,,,
Pollywog Symbiote,U,U,6161,4.47,1533,5.21,5005,56.20%,976,55.20%,1935,56.90%,2911,56.30%,2407,55.70%,0.6pp
,,,,,,,,,,,,,,,,,
Porcuparrot,R,U,3132,2.5,803,2.87,2917,55.70%,507,56.20%,1056,56.60%,1563,56.50%,1483,54.10%,2.3pp
,,,,,,,,,,,,,,,,,
Pouncing Shoreshark,U,U,2917,2.27,1034,2.65,4284,56.20%,834,58.40%,1561,63.40%,2395,61.70%,2136,51.40%,10.3pp
,,,,,,,,,,,,,,,,,
Prickly Marmoset,R,C,15287,4.37,3213,5.45,8173,55.40%,2064,57.90%,4188,54.00%,6252,55.30%,3276,55.40%,-0.1pp
,,,,,,,,,,,,,,,,,
Primal Empathy,UG,U,3688,2.91,552,3.68,2152,54.30%,391,58.10%,677,53.50%,1068,55.10%,1123,54.10%,1.0pp
,,,,,,,,,,,,,,,,,
Proud Wildbonder,RG,U,4377,3.17,404,4.3,1243,51.20%,234,52.10%,399,48.10%,633,49.60%,663,52.30%,-2.7pp
,,,,,,,,,,,,,,,,,
Pyroceratops,R,C,20533,6.96,2945,9.33,5052,52.90%,1121,53.10%,2278,51.80%,3399,52.20%,2218,52.80%,-0.6pp
,,,,,,,,,,,,,,,,,
Quartzwood Crasher,RG,R,627,1.48,344,1.38,1349,54.90%,244,63.90%,470,58.50%,714,60.40%,677,49.00%,11.3pp
,,,,,,,,,,,,,,,,,
Raking Claws,R,C,20538,6.93,4068,8.91,8612,55.30%,2003,53.30%,3997,54.90%,6000,54.40%,3598,55.70%,-1.3pp
,,,,,,,,,,,,,,,,,
Ram Through,G,C,10956,3.14,2383,3.97,8498,57.20%,1885,57.50%,3432,60.40%,5317,59.40%,3995,55.20%,4.1pp
,,,,,,,,,,,,,,,,,
Raugrin Crystal,WUR,U,7815,7.15,1472,9.42,2607,53.30%,524,48.10%,982,54.10%,1506,52.00%,1195,54.60%,-2.6pp
,,,,,,,,,,,,,,,,,
Raugrin Triome,WUR,R,623,1.49,177,1.58,681,,120,,231,61.50%,351,59.30%,330,53.00%,6.2pp
,,,,,,,,,,,,,,,,,
Reconnaissance Mission,U,U,6244,4.64,826,6.22,2047,50.20%,357,50.10%,738,49.70%,1095,49.90%,998,50.30%,-0.4pp
,,,,,,,,,,,,,,,,,
Regal Leosaur,WR,U,5130,3.79,499,5.65,1335,53.00%,277,52.30%,423,51.50%,700,51.90%,675,54.10%,-2.2pp
,,,,,,,,,,,,,,,,,
Reptilian Reflection,R,U,5148,3.8,1299,4.25,3382,55.40%,704,59.70%,1464,53.90%,2168,55.80%,1468,55.60%,0.2pp
,,,,,,,,,,,,,,,,,
"Rielle, the Everwise",UR,M,300,1.42,157,1.34,497,,90,,185,,275,54.90%,230,48.30%,6.6pp
,,,,,,,,,,,,,,,,,
Rooting Moloch,R,U,4471,3.35,1094,4.08,3574,54.70%,674,53.90%,1306,57.70%,1980,56.40%,1738,53.60%,2.8pp
,,,,,,,,,,,,,,,,,
Rugged Highlands,RG,C,10548,9.33,2660,11.05,5313,54.60%,1153,58.40%,1819,53.40%,2972,55.30%,2560,53.80%,1.5pp
,,,,,,,,,,,,,,,,,
Ruinous Ultimatum,WBR,R,1208,2.53,349,2.54,1173,60.40%,238,59.70%,369,64.00%,607,62.30%,571,58.70%,3.6pp
,,,,,,,,,,,,,,,,,
Rumbling Rockslide,R,C,9063,2.61,2061,3.18,7328,57.10%,1474,56.20%,2874,59.80%,4348,58.60%,3497,55.70%,2.9pp
,,,,,,,,,,,,,,,,,
Sanctuary Lockdown,W,U,7617,6.68,2141,7.19,4172,58.90%,951,55.80%,1799,60.50%,2750,58.90%,1813,59.20%,-0.3pp
,,,,,,,,,,,,,,,,,
Sanctuary Smasher,R,U,5821,4.27,1104,5.74,3692,52.30%,610,51.60%,1394,51.60%,2004,51.60%,1808,53.10%,-1.5pp
,,,,,,,,,,,,,,,,,
Savai Crystal,WBR,U,7663,7.04,1456,9.22,2681,53.50%,505,51.70%,983,51.20%,1488,51.30%,1280,55.80%,-4.4pp
,,,,,,,,,,,,,,,,,
Savai Sabertooth,W,C,21256,8.68,3245,11.27,3750,55.60%,881,59.60%,1547,52.50%,2428,55.10%,1687,55.50%,-0.5pp
,,,,,,,,,,,,,,,,,
Savai Thundermane,WR,U,3082,2.41,745,2.62,2581,55.00%,524,63.00%,984,56.90%,1508,59.00%,1186,49.70%,9.3pp
,,,,,,,,,,,,,,,,,
Savai Triome,WBR,R,658,1.46,196,1.46,761,,110,,228,55.30%,338,56.80%,423,60.50%,-3.7pp
,,,,,,,,,,,,,,,,,
Scoured Barrens,WB,C,10523,8.09,2387,10.04,7426,58.80%,1522,60.60%,2478,57.20%,4000,58.50%,3671,58.90%,-0.4pp
,,,,,,,,,,,,,,,,,
Sea-Dasher Octopus,U,R,500,1.11,251,1.09,1100,55.30%,181,,374,57.50%,555,56.60%,555,53.90%,2.7pp
,,,,,,,,,,,,,,,,,
Serrated Scorpion,B,C,19330,5.89,2240,8.28,5446,58.60%,1301,59.30%,2107,60.20%,3408,59.90%,2517,57.30%,2.6pp
,,,,,,,,,,,,,,,,,
Shark Typhoon,U,R,434,1.02,322,1.01,1439,56.50%,263,56.70%,493,62.10%,756,60.20%,693,52.40%,7.8pp
,,,,,,,,,,,,,,,,,
Shredded Sails,R,C,20541,6.97,3525,9.21,7571,55.60%,1730,52.50%,3488,55.60%,5218,54.60%,3198,56.60%,-2.0pp
,,,,,,,,,,,,,,,,,
Skull Prophet,BG,U,6877,5.41,1079,6.81,3063,59.80%,669,64.00%,1172,60.10%,1841,61.50%,1494,58.20%,3.3pp
,,,,,,,,,,,,,,,,,
Skycat Sovereign,WU,R,447,1.03,168,1.03,612,,106,,175,,281,58.70%,336,50.00%,8.7pp
,,,,,,,,,,,,,,,,,
Sleeper Dart,,C,21242,8.48,2187,11.56,1380,54.10%,310,53.90%,466,56.70%,776,55.50%,678,52.70%,2.9pp
,,,,,,,,,,,,,,,,,
Slitherwisp,UB,R,629,1.36,118,1.25,280,,54,,84,,138,,146,,
,,,,,,,,,,,,,,,,,
"Snapdax, Apex of the Hunt",WBR,M,261,1,200,1,1025,62.10%,157,,317,67.50%,474,66.70%,566,58.50%,8.2pp
,,,,,,,,,,,,,,,,,
Snare Tactician,W,C,12547,3.43,2616,4.16,6271,56.30%,1582,56.40%,3301,56.60%,4883,56.50%,2466,55.40%,1.2pp
,,,,,,,,,,,,,,,,,
Solid Footing,W,C,21301,9.39,3518,12.38,1430,54.80%,339,55.80%,578,52.10%,917,53.40%,658,54.90%,-1.4pp
,,,,,,,,,,,,,,,,,
Song of Creation,URG,R,1316,2.52,133,2.89,78,,8,,24,,32,,46,,
,,,,,,,,,,,,,,,,,
Sonorous Howlbonder,BR,U,5225,3.51,648,4.41,2046,56.50%,434,53.20%,646,56.50%,1080,55.20%,1072,57.70%,-2.6pp
,,,,,,,,,,,,,,,,,
